text,wordcount
lovely day except the heat was so icky but i love being with meesh and being a flirt with the guy at noahs  and ireland woooo,26
haha i just pooped in annas bathroom and i took a pic of it and showed her and shes like gross then she laughed haha what i was bored,29
thats good  u know me moody as hell ready to go home  cant wait til girly time is over lol i think i need to he,26
i picked the wrong damn day to throw my contacts out now i have to distribute literature  the house and senate and u cant c shit,26
i feel for you my dad died less than a month ago but i had unfinished business  im sure your dad knew how loved he was,26
im tired of all of that shetim tired n i fell like i cant go on  when happen this  when did you do this to me i wasnt that person,30
my baby charlie pie is getting so much better i know because hes being a pain again haha i just wanna feed him but the vet said no,28
oh and again jor and ry should be jealous cuz cody came back with me to my family reunion  like my mom says he like family  hailey,27
thanks for playing an amazing show  i hope you have fun of what is left of the tour and i hope to see you live again soon,27
just adding pics to this twitter whatsup yall  im happy about my life im just so blessed to be happy its amazing now lets get it,26
cos im trying to get out of work tonight so if i where to i couldnt go to yours or anything n im excited for tomorrow,26
producer of south park  trey parker says quotthe long running showwhich has been on the air for over a decade is soon coming to an end,26
im home had an awesome time with my wonderful hubby at the kenny chesney concert tonight i love my hubby amp my life so so much sigh,27
yesim waiting him online until this late of night and hes only online just for a few minutes then he left away without chat with me,26
because life aint all that peachy you would expect theyd put a happy end to a tv show wasted my night to see main character die,26
on the way home from tonights gig went well other than one piece lost my place on the music  ah well wont happen in germany wedne,26
i have the immense pleasure of being entertained by pride amp prejudice for the rd time and i must say that i find it very much agreeable,27
things are looking good with atkins so far wish me luck to stick to it and   i pray for all iranians over in iran i wish i was there,29
is still loving the fact that jo found a sachet of spicy jamaican cock soup in a shop in tunbridge wells how to top that gift ellie,27
justins piercing me snakebites this weekend d i only have one lip bar though sigh i need another one and im drinking tea oh nom nom,26
omg amp if that spencer guy evr treated me lk he has bn on the show i wld wupp his quotblack beltquot azzzzz lol hhahaha omg ths show rocks,29
i love the idea of going a bit folk but sadly all i can do is grow beard and be a recluse i cant play the guitar,27
i am ilija dodevskii live in macedonia i have ten years  this is my comment profile sat me i l e or sparkaz and invite me now   xd,28
one day back in the office and i feel a cold coming on or it was my raw vegan indiscretion either way i dont feel so good,27
i read slow too  thats sad but i gotta read slow cuz i cant read the shit twice thats torture so i get it in one time,27
nope i was backing it up at the time but because it like died its all gone  it will actually take months to get it all back,27
trying to make sense in my head of daily life without em  off to a new job and a life of her own   we miss you sweet love,28
just bought tickets to see rotf tonight busted a flat tire on the way though cmon  man  still pumped for the movie not gonna get down,26
